image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_009_label_4.bin,41.8339,218.927,89.8435,90.1431,0.065719,0.115697,4.59853,440.748,445.533
image_018_label_0.bin,41.7745,219.844,90.702,89.7453,0.061373,0.100205,4.51022,442.065,446.742
image_053_label_0.bin,41.637,220.137,89.758,89.7633,0.059057,0.098938,4.56808,441.295,446.026
image_087_label_0.bin,42.0013,218.936,89.9228,90.7646,0.060988,0.100561,4.51205,441.625,446.303
image_098_label_8.bin,41.6888,221.862,90.353,89.6893,0.060612,0.099882,4.5126,443.593,448.271
image_068_label_0.bin,41.8734,219.166,90.0931,90.1986,0.060686,0.09647,4.51017,441.331,446.003
image_000_label_6.bin,42.3094,222.449,91.4705,89.6623,0.06602,0.102195,4.53914,445.891,450.603
image_050_label_5.bin,41.9186,218.968,89.9389,91.9259,0.060105,0.096057,4.56291,442.752,447.476
image_040_label_1.bin,41.7614,221.181,90.0823,91.3218,0.061637,0.100265,4.51196,444.346,449.025
image_075_label_7.bin,41.8224,219.266,89.9974,90.3575,0.076983,0.100006,4.56109,441.443,446.186
image_044_label_4.bin,41.9047,221.844,90.3806,90.1403,0.067568,0.101252,4.54329,444.27,448.987
image_064_label_9.bin,43.1137,220.061,90.2495,90.254,0.066862,0.100605,4.57423,443.678,448.424
image_003_label_0.bin,41.6184,219.07,90.628,90.353,0.058292,0.098918,4.54192,441.67,446.374
image_042_label_0.bin,41.8591,221.804,90.1187,90.1022,0.058561,0.099738,4.54038,443.884,448.587
image_095_label_1.bin,42.024,219.383,90.442,89.9083,0.064242,0.099578,4.51126,441.758,446.438
image_037_label_7.bin,41.9671,221.81,90.7622,90.3926,0.061994,0.100727,4.54093,444.932,449.64
image_001_label_7.bin,41.8153,220.11,90.4695,89.9707,0.060893,0.100048,4.57312,442.366,447.105
image_077_label_3.bin,41.8301,219.652,90.8331,90.2987,0.062362,0.100275,4.54361,442.614,447.325
image_080_label_3.bin,41.7362,219.553,89.9521,90.0349,0.060465,0.099934,4.5392,441.276,445.981
image_013_label_0.bin,43.2118,221.533,90.0056,90.9383,0.076943,0.102436,4.54078,445.688,450.415
image_038_label_9.bin,41.9619,218.419,89.9835,90.1578,0.063712,0.100352,4.5419,440.522,445.233
image_007_label_1.bin,41.7957,221.461,91.1082,89.8718,0.063515,0.100503,4.62386,444.237,449.031
image_039_label_5.bin,41.864,220.875,89.8993,89.7189,0.059856,0.09903,4.51111,442.357,447.032
